1	Fanadym	2	3	3	2	0	0	audios/7u7YOxd2iGSks80waSlyTAl2wtg4tJzl9jop4k3j.m4a	covers/QYyC7aQxHaXIfNYNfLVaHRzPcNvAxOXxHNA9Nc0L.jpg	2026-02-14 20:56:23	2026-03-07 03:32:56
43	My Love	21	2	3	6	0	0	audios/AGl9bv4SY0195Wzaeuyc9xci3i7p1TmaIiDjrgvH.mp3	covers/mvOf1EXKGARQOUcUnXT2VJvdTCsKuKIbUKdRTrZL.png	2026-02-15 15:07:04	2026-02-15 15:07:04
44	Habary Yok	17	2	3	2	6	1	audios/3q32UStFZKGNBFbSZbVsTLGC0sKNyT3kycP9dGBB.mp3	covers/NBi6s7yCE0sZ1peJdQXFebuxKp9kqkoYwBwr11bV.jpg	2026-02-15 15:08:10	2026-03-09 15:26:50
45	Hekayamyz	16	1	3	3	7	0	audios/RQiCazkEUjzxrmRrRJvbVJ6tOCANiyonNaUcXucI.mp3	covers/iYQzHjxnOeqGWHLaVUaPePRHdVTjc7V2Kt8jV2oL.jpg	2026-02-15 15:09:02	2026-03-07 15:22:01
46	Ya baba	19	1	4	3	5	0	audios/1gr8KmMYa4ytPTxw17tiU7wzMtuyGWsj5w3oQJmW.m4a	covers/6Ci8uQCD6BZ1shpx57gKC77sasdJDFdr6HGiB9Ux.jpg	2026-02-15 15:10:07	2026-03-09 23:31:02
47	Sen barada	22	1	3	3	6	0	audios/pObsLtTrHhKrLZxXIlqcKA9muZXvnlggu1Go2qkY.mp3	covers/NH91yVIxNgKxi5NpLxNhvVfQzrFD9nTR5zu05ISo.jpg	2026-02-15 15:12:12	2026-03-07 15:21:50
