1	Halk_aydym	2026-02-14 20:53:55	2026-02-14 20:53:55
2	POP	2026-02-14 20:53:55	2026-02-14 20:53:55
3	Rap	2026-02-14 20:53:55	2026-02-14 20:53:55
4	Funck	2026-02-14 20:53:55	2026-02-14 20:53:55
6	Love song	2026-02-14 20:53:55	2026-02-14 20:53:55
